Texto,Precio_Kg,Precio_Lt
84 Hidalgo Huasca de Ocampo ,19.61,10.59
84 Hidalgo Huehuetla ,19.61,10.59
84 Hidalgo Huichapan ,19.61,10.59
84 Hidalgo Ixmiquilpan ,19.61,10.59
84 Hidalgo Jacala de Ledezma ,19.61,10.59
84 Hidalgo Juárez Hidalgo ,19.61,10.59
84 Hidalgo La Misión ,19.61,10.59
84 Hidalgo Lolotla ,19.61,10.59
84 Hidalgo Metepec ,19.61,10.59
84 Hidalgo Metztitlán ,19.61,10.59
84 Hidalgo Mineral de la Reforma ,19.61,10.59
84 Hidalgo Mineral del Chico ,19.61,10.59
84 Hidalgo Mineral del Monte ,19.61,10.59
84 Hidalgo Mixquiahuala de Juárez ,19.61,10.59
84 Hidalgo Molango de Escamilla ,19.61,10.59
84 Hidalgo Nicolás Flores ,19.61,10.59
84 Hidalgo Nopala de Villagrán ,19.61,10.59
84 Hidalgo Omitlán de Juárez ,19.61,10.59
84 Hidalgo Pachuca de Soto ,19.61,10.59
84 Hidalgo Pacula ,19.61,10.59
84 Hidalgo Progreso de Obregón ,19.61,10.59
84 Hidalgo San Agustín Metzquititlán ,19.61,10.59
84 Hidalgo San Agustín Tlaxiaca ,19.61,10.59
84 Hidalgo San Bartolo Tutotepec ,19.61,10.59
84 Hidalgo San Salvador ,19.61,10.59
84 Hidalgo Santiago de Anaya ,19.61,10.59
84 Hidalgo Singuilucan ,19.61,10.59
84 Hidalgo Tasquillo ,19.61,10.59
84 Hidalgo Tenango de Doria ,19.61,10.59
84 Hidalgo Tepeapulco ,19.61,10.59
84 Hidalgo Tepeji del Río de Ocampo ,19.61,10.59
84 Hidalgo Tepetitlán ,19.61,10.59
84 Hidalgo Tetepango ,19.61,10.59
84 Hidalgo Tianguistengo ,19.61,10.59
84 Hidalgo Tlahuelilpan ,19.61,10.59
84 Hidalgo Tlahuiltepa ,19.61,10.59
84 Hidalgo Tlanalapa ,19.61,10.59
84 Hidalgo Tlaxcoapan ,19.61,10.59
84 Hidalgo Tula de Allende ,19.61,10.59
84 Hidalgo Tulancingo de Bravo ,19.61,10.59
84 Hidalgo Xochicoatlán ,19.61,10.59
84 Hidalgo Zacualtipán de Ángeles ,19.61,10.59
84 Hidalgo Zempoala ,19.61,10.59
84 Hidalgo Zimapán ,19.61,10.59
84 México Acambay de Ruíz Castañeda ,19.61,10.59
84 México Aculco ,19.61,10.59
84 México Amanalco ,19.61,10.59
84 México Atlacomulco ,19.61,10.59
84 México Chapa de Mota ,19.61,10.59
84 México El Oro ,19.61,10.59
84 México Jilotepec ,19.61,10.59
84 México Jocotitlán ,19.61,10.59
84 México Morelos ,19.61,10.59
84 México Polotitlán ,19.61,10.59
84 México San José del Rincón ,19.61,10.59
84 México Soyaniquilpan de Juárez ,19.61,10.59
84 México Temascalcingo ,19.61,10.59
84 México Timilpan ,19.61,10.59
84 México Villa del Carbón ,19.61,10.59
84 México Villa Victoria ,19.61,10.59
84 Puebla Honey ,19.61,10.59
84 Puebla Pahuatlán ,19.61,10.59
84 Puebla Tlacuilotepec ,19.61,10.59
84 Puebla Tlaxco ,19.61,10.59
84 Veracruz de Ignacio de la Llave Huayacocotla ,19.61,10.59
85 Hidalgo Tezontepec de Aldama ,20.11,10.86
86 Jalisco Arandas ,19.85,10.72
86 Jalisco Jesús María ,19.85,10.72
87 Jalisco Atotonilco el Alto ,20.30,10.96
87 Jalisco Ayotlán ,20.30,10.96
88 Jalisco Autlán de Navarro ,19.66,10.61
88 Jalisco Ayutla ,19.66,10.61
88 Jalisco Casimiro Castillo ,19.66,10.61
88 Jalisco Cuautla ,19.66,10.61
88 Jalisco Ejutla ,19.66,10.61
88 Jalisco El Grullo ,19.66,10.61
88 Jalisco El Limón ,19.66,10.61
88 Jalisco Unión de Tula ,19.66,10.61
88 Jalisco Villa Purificación ,19.66,10.61
89 Jalisco Cihuatlán ,19.51,10.54
89 Jalisco Cuautitlán de García Barragán ,19.51,10.54
89 Jalisco La Huerta ,19.51,10.54
90 Jalisco Atengo ,20.04,10.82
90 Jalisco Cocula ,20.04,10.82
90 Jalisco Juchitlán ,20.04,10.82
90 Jalisco Tecolotlán ,20.04,10.82
90 Jalisco Tenamaxtlán ,20.04,10.82
91 Jalisco Colotlán ,20.80,11.23
91 Jalisco Huejúcar ,20.80,11.23
91 Jalisco Santa María de los Ángeles ,20.80,11.23
92 Jalisco Ixtlahuacán de los Membrillos ,19.90,10.74
93 Jalisco Atenguillo ,20.27,10.95
93 Jalisco Mascota ,20.27,10.95
93 Jalisco Mixtlán ,20.27,10.95
93 Jalisco Puerto Vallarta ,20.27,10.95
93 Jalisco Talpa de Allende ,20.27,10.95
93 Nayarit Bahía de Banderas ,20.27,10.95
94 Jalisco Encarnación de Díaz ,20.12,10.87
94 Jalisco Jalostotitlán ,20.12,10.87
94 Jalisco San Juan de los Lagos ,20.12,10.87
95 Jalisco Cañadas de Obregón ,19.40,10.48
95 Jalisco San Ignacio Cerro Gordo ,19.40,10.48
95 Jalisco San Julián ,19.40,10.48
95 Jalisco San Miguel el Alto ,19.40,10.48
95 Jalisco Valle de Guadalupe ,19.40,10.48
96 Jalisco Teocaltiche ,19.50,10.53
96 Zacatecas Apulco ,19.50,10.53
96 Zacatecas Nochistlán de Mejía ,19.50,10.53
97 Jalisco Acatic ,20.06,10.83
97 Jalisco Tepatitlán de Morelos ,20.06,10.83
98 Jalisco Cabo Corrientes ,19.99,10.79
98 Jalisco Tomatlán ,19.99,10.79
99 Jalisco San Diego de Alejandría ,20.37,11.00
99 Jalisco Unión de San Antonio ,20.37,11.00
100 Jalisco Cuquío ,20.29,10.95
100 Jalisco Mexticacán ,20.29,10.95
100 Jalisco Yahualica de González Gallo ,20.29,10.95
101 Jalisco Acatlán de Juárez ,19.59,10.58
101 Jalisco Ahualulco de Mercado ,19.59,10.58
101 Jalisco Amacueca ,19.59,10.58
101 Jalisco Amatitán ,19.59,10.58
101 Jalisco Ameca ,19.59,10.58
101 Jalisco Atemajac de Brizuela ,19.59,10.58
101 Jalisco Atoyac ,19.59,10.58
101 Jalisco Chapala ,19.59,10.58
101 Jalisco Concepción de Buenos Aires ,19.59,10.58
101 Jalisco El Arenal ,19.59,10.58
101 Jalisco El Salto ,19.59,10.58
101 Jalisco Etzatlán ,19.59,10.58
101 Jalisco Guadalajara ,19.59,10.58
101 Jalisco Hostotipaquillo ,19.59,10.58
101 Jalisco Ixtlahuacán del Río ,19.59,10.58
101 Jalisco Jocotepec ,19.59,10.58
101 Jalisco Juanacatlán ,19.59,10.58
101 Jalisco La Manzanilla de la Paz ,19.59,10.58
101 Jalisco Magdalena ,19.59,10.58
101 Jalisco Mazamitla ,19.59,10.58
101 Jalisco Poncitlán ,19.59,10.58
101 Jalisco San Cristóbal de la Barranca ,19.59,10.58
101 Jalisco San Juanito de Escobedo ,19.59,10.58
101 Jalisco San Marcos ,19.59,10.58
101 Jalisco San Martín Hidalgo ,19.59,10.58
101 Jalisco San Pedro Tlaquepaque ,19.59,10.58
101 Jalisco Santa María del Oro ,19.59,10.58
101 Jalisco Tala ,19.59,10.58
101 Jalisco Tamazula de Gordiano ,19.59,10.58
101 Jalisco Techaluta de Montenegro ,19.59,10.58
101 Jalisco Teocuitatlán de Corona ,19.59,10.58
101 Jalisco Tequila ,19.59,10.58
101 Jalisco Teuchitlán ,19.59,10.58
101 Jalisco Tlajomulco de Zúñiga ,19.59,10.58
101 Jalisco Tonalá ,19.59,10.58
101 Jalisco Valle de Juárez ,19.59,10.58
101 Jalisco Villa Corona ,19.59,10.58
101 Jalisco Zacoalco de Torres ,19.59,10.58
101 Jalisco Zapopan ,19.59,10.58
101 Jalisco Zapotlán del Rey ,19.59,10.58
101 Michoacán de Ocampo Marcos Castellanos ,19.59,10.58
102 Jalisco Chiquilistlán ,19.70,10.64
102 Jalisco Gómez Farías ,19.70,10.64
102 Jalisco Pihuamo ,19.70,10.64
102 Jalisco San Gabriel ,19.70,10.64
102 Jalisco Sayula ,19.70,10.64
102 Jalisco Tapalpa ,19.70,10.64
102 Jalisco Tolimán ,19.70,10.64
102 Jalisco Tonaya ,19.70,10.64
102 Jalisco Tuxcacuesco ,19.70,10.64
102 Jalisco Tuxpan ,19.70,10.64
102 Jalisco Zapotiltic ,19.70,10.64
102 Jalisco Zapotitlán de Vadillo ,19.70,10.64
102 Jalisco Zapotlán el Grande ,19.70,10.64
103 Jalisco Zapotlanejo ,20.30,10.96
104 México Axapusco ,19.42,10.49
104 México Nopaltepec ,19.42,10.49
105 México Coyotepec ,19.11,10.32
105 México Huehuetoca ,19.11,10.32
105 México Teoloyucan ,19.11,10.32
106 México Isidro Fabela ,19.56,10.56
106 México Jilotzingo ,19.56,10.56
106 México Nicolás Romero ,19.56,10.56
107 México San Simón de Guerrero ,20.17,10.89
108 México Jaltenco ,19.51,10.53
108 México Tecámac ,19.51,10.53
108 México Teotihuacán ,19.51,10.53
108 México Tonanitla ,19.51,10.53
109 Guerrero Arcelia ,19.66,10.61
109 Guerrero Cutzamala de Pinzón ,19.66,10.61
109 Guerrero General Canuto A. Neri ,19.66,10.61
109 Guerrero Tlalchapa ,19.66,10.61
109 México Amatepec ,19.66,10.61
109 México Ixtapan del Oro ,19.66,10.61
109 México Luvianos ,19.66,10.61
109 México Otzoloapan ,19.66,10.61
109 México Santo Tomás ,19.66,10.61
109 México Tejupilco ,19.66,10.61
109 México Temascaltepec ,19.66,10.61
109 México Tlatlaya ,19.66,10.61
109 México Valle de Bravo ,19.66,10.61
109 México Zacazonapan ,19.66,10.61
110 Hidalgo Tolcayuca ,19.22,10.38
110 Hidalgo Villa de Tezontepec ,19.22,10.38
110 Hidalgo Zapotlán de Juárez ,19.22,10.38
110 México Temascalapa ,19.22,10.38
111 México Ayapango ,19.14,10.34
111 México Tenango del Aire ,19.14,10.34
112 México Almoloya de Juárez ,19.55,10.55
112 México Almoloya del Río ,19.55,10.55
112 México Atizapán ,19.55,10.55
112 México Calimaya ,19.55,10.55
112 México Capulhuac ,19.55,10.55
112 México Chapultepec ,19.55,10.55
112 México Coatepec Harinas ,19.55,10.55
112 México Ixtlahuaca ,19.55,10.55
112 México Jiquipilco ,19.55,10.55
112 México Joquicingo ,19.55,10.55
112 México Lerma ,19.55,10.55
112 México Malinalco ,19.55,10.55
112 México Metepec ,19.55,10.55
112 México Mexicaltzingo ,19.55,10.55
112 México Ocoyoacac ,19.55,10.55
112 México Ocuilan ,19.55,10.55
112 México Otzolotepec ,19.55,10.55
112 México Rayón ,19.55,10.55
112 México San Antonio la Isla ,19.55,10.55
112 México San Felipe del Progreso ,19.55,10.55
112 México San Mateo Atenco ,19.55,10.55
112 México Temoaya ,19.55,10.55
112 México Tenango del Valle ,19.55,10.55
112 México Texcalyacac ,19.55,10.55
112 México Tianguistenco ,19.55,10.55
112 México Toluca ,19.55,10.55
112 México Villa Guerrero ,19.55,10.55
112 México Xalatlaco ,19.55,10.55
112 México Xonacatlán ,19.55,10.55
112 México Zinacantepec ,19.55,10.55
113 Jalisco Jilotlán de los Dolores ,20.33,10.98
113 Jalisco Tecalitlán ,20.33,10.98
113 Michoacán de Ocampo Aguililla ,20.33,10.98
113 Michoacán de Ocampo Apatzingán ,20.33,10.98
113 Michoacán de Ocampo Arteaga ,20.33,10.98
113 Michoacán de Ocampo Buenavista ,20.33,10.98
113 Michoacán de Ocampo Churumuco ,20.33,10.98
113 Michoacán de Ocampo Coalcomán de Vázquez Pallares ,20.33,10.98
113 Michoacán de Ocampo Parácuaro ,20.33,10.98
113 Michoacán de Ocampo Tepalcatepec ,20.33,10.98
113 Michoacán de Ocampo Tumbiscatío ,20.33,10.98
114 Michoacán de Ocampo Contepec ,19.09,10.31
114 Michoacán de Ocampo Hidalgo ,19.09,10.31
114 Michoacán de Ocampo Maravatío ,19.09,10.31
114 Michoacán de Ocampo Tlalpujahua ,19.09,10.31
114 Michoacán de Ocampo Tuxpan ,19.09,10.31
115 Michoacán de Ocampo Carácuaro ,19.63,10.60
115 Michoacán de Ocampo Huetamo ,19.63,10.60
115 Michoacán de Ocampo Nocupétaro ,19.63,10.60
115 Michoacán de Ocampo San Lucas ,19.63,10.60
115 Michoacán de Ocampo Tiquicheo de Nicolás Romero ,19.63,10.60
116 Jalisco Degollado ,20.08,10.84
116 Jalisco Jamay ,20.08,10.84
116 Jalisco La Barca ,20.08,10.84
116 Jalisco Ocotlán ,20.08,10.84
116 Jalisco Tototlán ,20.08,10.84
116 Michoacán de Ocampo Briseñas ,20.08,10.84
116 Michoacán de Ocampo La Piedad ,20.08,10.84
116 Michoacán de Ocampo Numarán ,20.08,10.84
116 Michoacán de Ocampo Penjamillo ,20.08,10.84
116 Michoacán de Ocampo Tanhuato ,20.08,10.84
116 Michoacán de Ocampo Vista Hermosa ,20.08,10.84
116 Michoacán de Ocampo Yurécuaro ,20.08,10.84
117 Michoacán de Ocampo Lázaro Cárdenas ,20.22,10.92
118 Michoacán de Ocampo Cotija ,20.43,11.03
118 Michoacán de Ocampo Los Reyes ,20.43,11.03
118 Michoacán de Ocampo Peribán ,20.43,11.03
118 Michoacán de Ocampo Tancítaro ,20.43,11.03
118 Michoacán de Ocampo Tingüindín ,20.43,11.03
118 Michoacán de Ocampo Tocumbo ,20.43,11.03
119 Michoacán de Ocampo Acuitzio ,19.87,10.73
119 Michoacán de Ocampo Charo ,19.87,10.73
119 Michoacán de Ocampo Chucándiro ,19.87,10.73
119 Michoacán de Ocampo Copándaro ,19.87,10.73
119 Michoacán de Ocampo Huandacareo ,19.87,10.73
119 Michoacán de Ocampo Indaparapeo ,19.87,10.73
119 Michoacán de Ocampo Madero ,19.87,10.73
119 Michoacán de Ocampo Morelia ,19.87,10.73
119 Michoacán de Ocampo Morelos ,19.87,10.73
119 Michoacán de Ocampo Queréndaro ,19.87,10.73
119 Michoacán de Ocampo Tarímbaro ,19.87,10.73
119 Michoacán de Ocampo Tzitzio ,19.87,10.73
120 Michoacán de Ocampo Angamacutiro ,19.98,10.79
120 Michoacán de Ocampo Cherán ,19.98,10.79
120 Michoacán de Ocampo Coeneo ,19.98,10.79
120 Michoacán de Ocampo Erongarícuaro ,19.98,10.79
120 Michoacán de Ocampo Huaniqueo ,19.98,10.79
120 Michoacán de Ocampo Huiramba ,19.98,10.79
120 Michoacán de Ocampo Jiménez ,19.98,10.79
120 Michoacán de Ocampo Lagunillas ,19.98,10.79
120 Michoacán de Ocampo Nahuatzen ,19.98,10.79
120 Michoacán de Ocampo Panindícuaro ,19.98,10.79
120 Michoacán de Ocampo Paracho ,19.98,10.79
120 Michoacán de Ocampo Pátzcuaro ,19.98,10.79
120 Michoacán de Ocampo Quiroga ,19.98,10.79
120 Michoacán de Ocampo Tingambato ,19.98,10.79
120 Michoacán de Ocampo Tzintzuntzan ,19.98,10.79
120 Michoacán de Ocampo Zacapu ,19.98,10.79
120 Michoacán de Ocampo Ziracuaretiro ,19.98,10.79
121 Michoacán de Ocampo Churintzio ,19.81,10.69
121 Michoacán de Ocampo Purépero ,19.81,10.69
121 Michoacán de Ocampo Tlazazalca ,19.81,10.69
121 Michoacán de Ocampo Zináparo ,19.81,10.69
122 Michoacán de Ocampo Puruándiro ,20.11,10.86
123 Jalisco Quitupan ,19.82,10.71
123 Jalisco Tizapán el Alto ,19.82,10.71
123 Jalisco Tuxcueca ,19.82,10.71
123 Michoacán de Ocampo Cojumatlán de Régules ,19.82,10.71
123 Michoacán de Ocampo Jiquilpan ,19.82,10.71
123 Michoacán de Ocampo Pajacuarán ,19.82,10.71
123 Michoacán de Ocampo Sahuayo ,19.82,10.71
123 Michoacán de Ocampo Venustiano Carranza ,19.82,10.71
123 Michoacán de Ocampo Villamar ,19.82,10.71
124 Michoacán de Ocampo Aporo ,19.37,10.46
124 Michoacán de Ocampo Irimbo ,19.37,10.46
124 Michoacán de Ocampo Senguio ,19.37,10.46
125 Michoacán de Ocampo Ario ,19.83,10.71
125 Michoacán de Ocampo Gabriel Zamora ,19.83,10.71
125 Michoacán de Ocampo La Huacana ,19.83,10.71
125 Michoacán de Ocampo Múgica ,19.83,10.71
125 Michoacán de Ocampo Nuevo Urecho ,19.83,10.71
125 Michoacán de Ocampo Salvador Escalante ,19.83,10.71
125 Michoacán de Ocampo Tacámbaro ,19.83,10.71
125 Michoacán de Ocampo Turicato ,19.83,10.71
126 Michoacán de Ocampo Charapan ,20.23,10.92
126 Michoacán de Ocampo Nuevo Parangaricutiro ,20.23,10.92
126 Michoacán de Ocampo Taretan ,20.23,10.92
126 Michoacán de Ocampo Uruapan ,20.23,10.92
127 Michoacán de Ocampo Chavinda ,19.96,10.78
127 Michoacán de Ocampo Chilchota ,19.96,10.78
127 Michoacán de Ocampo Ecuandureo ,19.96,10.78
127 Michoacán de Ocampo Ixtlán ,19.96,10.78
127 Michoacán de Ocampo Jacona ,19.96,10.78
127 Michoacán de Ocampo Tangamandapio ,19.96,10.78
127 Michoacán de Ocampo Tangancícuaro ,19.96,10.78
127 Michoacán de Ocampo Zamora ,19.96,10.78
128 México Donato Guerra ,19.21,10.37
128 México Villa de Allende ,19.21,10.37
128 Michoacán de Ocampo Angangueo ,19.21,10.37
128 Michoacán de Ocampo Juárez ,19.21,10.37
128 Michoacán de Ocampo Jungapeo ,19.21,10.37
128 Michoacán de Ocampo Ocampo ,19.21,10.37
128 Michoacán de Ocampo Susupuato ,19.21,10.37
128 Michoacán de Ocampo Tuzantla ,19.21,10.37
128 Michoacán de Ocampo Zitácuaro ,19.21,10.37
129 Morelos Atlatlahucan ,19.18,10.36
129 Morelos Axochiapan ,19.18,10.36
129 Morelos Ayala ,19.18,10.36
129 Morelos Cuautla ,19.18,10.36
129 Morelos Hueyapan ,19.18,10.36
129 Morelos Jantetelco ,19.18,10.36
129 Morelos Jonacatepec de Leandro Valle ,19.18,10.36
129 Morelos Ocuituco ,19.18,10.36
129 Morelos Temoac ,19.18,10.36
129 Morelos Tepalcingo ,19.18,10.36
129 Morelos Tetela del Volcán ,19.18,10.36
129 Morelos Tlalnepantla ,19.18,10.36
129 Morelos Tlayacapan ,19.18,10.36
129 Morelos Totolapan ,19.18,10.36
129 Morelos Yecapixtla ,19.18,10.36
129 Morelos Zacualpan de Amilpas ,19.18,10.36
129 Puebla Acteopan ,19.18,10.36
129 Puebla Cohuecan ,19.18,10.36
129 Puebla Teotlalco ,19.18,10.36
129 Puebla Tepemaxalco ,19.18,10.36
130 Morelos Amacuzac ,19.42,10.49
130 Morelos Coatetelco ,19.42,10.49
130 Morelos Cuernavaca ,19.42,10.49
130 Morelos Emiliano Zapata ,19.42,10.49
130 Morelos Huitzilac ,19.42,10.49
130 Morelos Jiutepec ,19.42,10.49
130 Morelos Jojutla ,19.42,10.49
130 Morelos Mazatepec ,19.42,10.49
130 Morelos Miacatlán ,19.42,10.49
130 Morelos Puente de Ixtla ,19.42,10.49
130 Morelos Temixco ,19.42,10.49
130 Morelos Tepoztlán ,19.42,10.49
130 Morelos Tlaltizapán de Zapata ,19.42,10.49
130 Morelos Tlaquiltenango ,19.42,10.49
130 Morelos Xochitepec ,19.42,10.49
130 Morelos Xoxocotla ,19.42,10.49
130 Morelos Yautepec ,19.42,10.49
130 Morelos Zacatepec ,19.42,10.49
131 Jalisco Guachinango ,20.00,10.80
131 Jalisco San Sebastián del Oeste ,20.00,10.80
131 Nayarit Acaponeta ,20.00,10.80
131 Nayarit Ahuacatlán ,20.00,10.80
131 Nayarit Amatlán de Cañas ,20.00,10.80
131 Nayarit Compostela ,20.00,10.80
131 Nayarit Del Nayar ,20.00,10.80
131 Nayarit Huajicori ,20.00,10.80
131 Nayarit Ixtlán del Río ,20.00,10.80
131 Nayarit Jala ,20.00,10.80
131 Nayarit La Yesca ,20.00,10.80
131 Nayarit Rosamorada ,20.00,10.80
131 Nayarit Ruíz ,20.00,10.80
131 Nayarit San Blas ,20.00,10.80
131 Nayarit San Pedro Lagunillas ,20.00,10.80
131 Nayarit Santa María del Oro ,20.00,10.80
131 Nayarit Santiago Ixcuintla ,20.00,10.80
131 Nayarit Tecuala ,20.00,10.80
131 Nayarit Tepic ,20.00,10.80
131 Nayarit Tuxpan ,20.00,10.80
131 Nayarit Xalisco ,20.00,10.80
132 Nuevo León Allende ,20.11,10.86
132 Nuevo León Apodaca ,20.11,10.86
132 Nuevo León Cadereyta Jiménez ,20.11,10.86
132 Nuevo León Doctor González ,20.11,10.86
132 Nuevo León Guadalupe ,20.11,10.86
132 Nuevo León Juárez ,20.11,10.86
132 Nuevo León Pesquería ,20.11,10.86
132 Nuevo León Santiago ,20.11,10.86
133 Nuevo León Agualeguas ,20.06,10.83
133 Nuevo León Cerralvo ,20.06,10.83
133 Nuevo León General Treviño ,20.06,10.83
133 Nuevo León Los Aldamas ,20.06,10.83
133 Nuevo León Los Herreras ,20.06,10.83
133 Nuevo León Melchor Ocampo ,20.06,10.83
133 Nuevo León Parás ,20.06,10.83
134 Nuevo León Aramberri ,21.24,11.47
134 Nuevo León Doctor Arroyo ,21.24,11.47
134 Nuevo León General Zaragoza ,21.24,11.47
134 Nuevo León Mier y Noriega ,21.24,11.47
135 Nuevo León China ,19.65,10.61
135 Nuevo León Doctor Coss ,19.65,10.61
135 Nuevo León Galeana ,19.65,10.61
135 Nuevo León General Bravo ,19.65,10.61
135 Nuevo León General Terán ,19.65,10.61
135 Nuevo León Hualahuises ,19.65,10.61
135 Nuevo León Iturbide ,19.65,10.61
135 Nuevo León Linares ,19.65,10.61
135 Nuevo León Los Ramones ,19.65,10.61
135 Nuevo León Montemorelos ,19.65,10.61
135 Nuevo León Rayones ,19.65,10.61
135 Tamaulipas Burgos ,19.65,10.61
136 Nuevo León Abasolo ,20.09,10.85
136 Nuevo León Ciénega de Flores ,20.09,10.85
136 Nuevo León El Carmen ,20.09,10.85
136 Nuevo León García ,20.09,10.85
136 Nuevo León General Escobedo ,20.09,10.85
136 Nuevo León General Zuazua ,20.09,10.85
136 Nuevo León Hidalgo ,20.09,10.85
136 Nuevo León Higueras ,20.09,10.85
136 Nuevo León Marín ,20.09,10.85
136 Nuevo León Mina ,20.09,10.85
136 Nuevo León Monterrey ,20.09,10.85
136 Nuevo León Salinas Victoria ,20.09,10.85
136 Nuevo León San Nicolás de los Garza ,20.09,10.85
136 Nuevo León San Pedro Garza García ,20.09,10.85
136 Nuevo León Santa Catarina ,20.09,10.85
137 Nuevo León Bustamante ,19.21,10.37
137 Nuevo León Lampazos de Naranjo ,19.21,10.37
137 Nuevo León Sabinas Hidalgo ,19.21,10.37
137 Nuevo León Vallecillo ,19.21,10.37
137 Nuevo León Villaldama ,19.21,10.37
138 Oaxaca Asunción Cuyotepeji ,19.93,10.76
138 Oaxaca Fresnillo de Trujano ,19.93,10.76
138 Oaxaca Guadalupe de Ramírez ,19.93,10.76
138 Oaxaca La Trinidad Vista Hermosa ,19.93,10.76
138 Oaxaca Mariscala de Juárez ,19.93,10.76
138 Oaxaca San Agustín Atenango ,19.93,10.76
138 Oaxaca San Andrés Dinicuiti ,19.93,10.76
138 Oaxaca San Antonino Monte Verde ,19.93,10.76
138 Oaxaca San Antonio Acutla ,19.93,10.76
138 Oaxaca San Cristóbal Suchixtlahuaca ,19.93,10.76
138 Oaxaca San Jerónimo Silacayoapilla ,19.93,10.76
138 Oaxaca San Jorge Nuchita ,19.93,10.76
138 Oaxaca San José Ayuquila ,19.93,10.76
138 Oaxaca San Juan Bautista Coixtlahuaca ,19.93,10.76
138 Oaxaca San Juan Ñumí ,19.93,10.76
138 Oaxaca San Lorenzo Victoria ,19.93,10.76
138 Oaxaca San Marcos Arteaga ,19.93,10.76
138 Oaxaca San Martín Zacatepec ,19.93,10.76
138 Oaxaca San Mateo Tlapiltepec ,19.93,10.76
138 Oaxaca San Miguel Amatitlán ,19.93,10.76
138 Oaxaca San Miguel Tequixtepec ,19.93,10.76
138 Oaxaca San Miguel Tulancingo ,19.93,10.76
138 Oaxaca San Nicolás Hidalgo ,19.93,10.76
138 Oaxaca San Pedro Nopala ,19.93,10.76
138 Oaxaca San Sebastián Nicananduta ,19.93,10.76
138 Oaxaca San Simón Zahuatlán ,19.93,10.76
138 Oaxaca Santa Cruz Tacache de Mina ,19.93,10.76
138 Oaxaca Santa Magdalena Jicotlán ,19.93,10.76
138 Oaxaca Santa María Camotlán ,19.93,10.76
138 Oaxaca Santa María Nativitas ,19.93,10.76
138 Oaxaca Santiago Ayuquililla ,19.93,10.76
138 Oaxaca Santiago Cacaloxtepec ,19.93,10.76
138 Oaxaca Santiago Huajolotitlán ,19.93,10.76
138 Oaxaca Santiago Miltepec ,19.93,10.76
138 Oaxaca Santiago Tepetlapa ,19.93,10.76
138 Oaxaca Santo Domingo Tonalá ,19.93,10.76
138 Oaxaca Santo Domingo Tonaltepec ,19.93,10.76
138 Oaxaca Santo Domingo Yodohino ,19.93,10.76
138 Oaxaca Santos Reyes Tepejillo ,19.93,10.76
138 Oaxaca Santos Reyes Yucuná ,19.93,10.76
138 Oaxaca Teotongo ,19.93,10.76
138 Oaxaca Villa de Chilapa de Díaz ,19.93,10.76
138 Oaxaca Villa de Tamazulápam del Progreso ,19.93,10.76
138 Oaxaca Villa Tejúpam de la Unión ,19.93,10.76
138 Oaxaca Zapotitlán Palmas ,19.93,10.76
139 Oaxaca Asunción Nochixtlán ,20.07,10.84
139 Oaxaca Chalcatongo de Hidalgo ,20.07,10.84
139 Oaxaca Heroica Ciudad de Tlaxiaco ,20.07,10.84
139 Oaxaca Magdalena Jaltepec ,20.07,10.84
139 Oaxaca Magdalena Peñasco ,20.07,10.84
139 Oaxaca Magdalena Yodocono de Porfirio Díaz ,20.07,10.84
139 Oaxaca Magdalena Zahuatlán ,20.07,10.84
139 Oaxaca San Agustín Tlacotepec ,20.07,10.84
139 Oaxaca San Andrés Lagunas ,20.07,10.84
139 Oaxaca San Andrés Sinaxtla ,20.07,10.84
139 Oaxaca San Antonio Sinicahua ,20.07,10.84
139 Oaxaca San Bartolo Soyaltepec ,20.07,10.84
139 Oaxaca San Bartolomé Yucuañe ,20.07,10.84
139 Oaxaca San Cristóbal Amoltepec ,20.07,10.84
139 Oaxaca San Esteban Atatlahuca ,20.07,10.84
139 Oaxaca San Francisco Cahuacuá ,20.07,10.84
139 Oaxaca San Francisco Chindúa ,20.07,10.84
139 Oaxaca San Francisco Jaltepetongo ,20.07,10.84
139 Oaxaca San Francisco Nuxaño ,20.07,10.84
139 Oaxaca San Jerónimo Sosola ,20.07,10.84
139 Oaxaca San Juan Achiutla ,20.07,10.84
139 Oaxaca San Juan Diuxi ,20.07,10.84
139 Oaxaca San Juan Mixtepec ,20.07,10.84
139 Oaxaca San Juan Sayultepec ,20.07,10.84
139 Oaxaca San Juan Teita ,20.07,10.84
139 Oaxaca San Juan Teposcolula ,20.07,10.84
139 Oaxaca San Juan Yucuita ,20.07,10.84
139 Oaxaca San Martín Huamelúlpam ,20.07,10.84
139 Oaxaca San Mateo Etlatongo ,20.07,10.84
139 Oaxaca San Mateo Peñasco ,20.07,10.84
139 Oaxaca San Mateo Sindihui ,20.07,10.84
139 Oaxaca San Mateo Yucutindoo ,20.07,10.84
139 Oaxaca San Miguel Achiutla ,20.07,10.84
139 Oaxaca San Miguel Chicahua ,20.07,10.84
139 Oaxaca San Miguel el Grande ,20.07,10.84
139 Oaxaca San Miguel Tecomatlán ,20.07,10.84
139 Oaxaca San Pablo Tijaltepec ,20.07,10.84
139 Oaxaca San Pedro Coxcaltepec Cántaros ,20.07,10.84
139 Oaxaca San Pedro Mártir Yucuxaco ,20.07,10.84
139 Oaxaca San Pedro Molinos ,20.07,10.84
139 Oaxaca San Pedro Teozacoalco ,20.07,10.84
139 Oaxaca San Pedro Tidaá ,20.07,10.84
